"column_name","data_type","is_nullable","column_default"
"post_sms_bos_sys4_type2_equipment_type","character varying","YES",NULL
"post_sms_bos_sys4_type2_amp_rating","character varying","YES",NULL
"post_sms_bos_sys4_type2_make","character varying","YES",NULL
"post_sms_bos_sys4_type2_model","character varying","YES",NULL
"post_sms_bos_sys4_type2_is_new","boolean","YES","true"
"post_sms_bos_sys4_type2_trigger","character varying","YES",NULL
"post_sms_bos_sys4_type2_active","boolean","YES","false"
"post_sms_bos_sys1_type3_equipment_type","character varying","YES",NULL
"post_sms_bos_sys1_type3_amp_rating","character varying","YES",NULL
"post_sms_bos_sys1_type3_make","character varying","YES",NULL
"post_sms_bos_sys1_type3_model","character varying","YES",NULL
"post_sms_bos_sys1_type3_is_new","boolean","YES","true"
"post_sms_bos_sys1_type3_trigger","character varying","YES",NULL
"post_sms_bos_sys1_type3_active","boolean","YES","false"
"post_sms_bos_sys2_type3_equipment_type","character varying","YES",NULL
"post_sms_bos_sys2_type3_amp_rating","character varying","YES",NULL
"post_sms_bos_sys2_type3_make","character varying","YES",NULL
"post_sms_bos_sys2_type3_model","character varying","YES",NULL
"post_sms_bos_sys2_type3_is_new","boolean","YES","true"
"post_sms_bos_sys2_type3_trigger","character varying","YES",NULL
"post_sms_bos_sys2_type3_active","boolean","YES","false"
"post_sms_bos_sys3_type3_equipment_type","character varying","YES",NULL
"post_sms_bos_sys3_type3_amp_rating","character varying","YES",NULL
"post_sms_bos_sys3_type3_make","character varying","YES",NULL
"post_sms_bos_sys3_type3_model","character varying","YES",NULL
"post_sms_bos_sys3_type3_is_new","boolean","YES","true"
"post_sms_bos_sys3_type3_trigger","character varying","YES",NULL
"post_sms_bos_sys3_type3_active","boolean","YES","false"
"post_sms_bos_sys4_type3_equipment_type","character varying","YES",NULL
"post_sms_bos_sys4_type3_amp_rating","character varying","YES",NULL
"post_sms_bos_sys4_type3_make","character varying","YES",NULL
"post_sms_bos_sys4_type3_model","character varying","YES",NULL
"post_sms_bos_sys4_type3_is_new","boolean","YES","true"
"post_sms_bos_sys4_type3_trigger","character varying","YES",NULL
"post_sms_bos_sys4_type3_active","boolean","YES","false"
"bos_sys1_battery1_type1_equipment_type","character varying","YES",NULL
"bos_sys1_battery1_type1_make","character varying","YES",NULL
"bos_sys1_battery1_type1_model","character varying","YES",NULL
"bos_sys1_battery1_type1_amp_rating","character varying","YES",NULL
"bos_sys1_battery1_type1_is_new","boolean","YES","true"
"bos_sys1_battery1_type1_trigger","character varying","YES",NULL
"bos_sys1_battery1_type2_equipment_type","character varying","YES",NULL
"bos_sys1_battery1_type2_make","character varying","YES",NULL
"bos_sys1_battery1_type2_model","character varying","YES",NULL
"bos_sys1_battery1_type2_amp_rating","character varying","YES",NULL
"bos_sys1_battery1_type2_is_new","boolean","YES","true"
"bos_sys1_battery1_type2_trigger","character varying","YES",NULL
"bos_sys1_battery2_type1_equipment_type","character varying","YES",NULL
"bos_sys1_battery2_type1_make","character varying","YES",NULL
"bos_sys1_battery2_type1_model","character varying","YES",NULL
"bos_sys1_battery2_type1_amp_rating","character varying","YES",NULL
"bos_sys1_battery2_type1_is_new","boolean","YES","true"
"bos_sys1_battery2_type1_trigger","character varying","YES",NULL
"bos_sys1_battery2_type2_equipment_type","character varying","YES",NULL
"bos_sys1_battery2_type2_make","character varying","YES",NULL
"bos_sys1_battery2_type2_model","character varying","YES",NULL
"bos_sys1_battery2_type2_amp_rating","character varying","YES",NULL
"bos_sys1_battery2_type2_is_new","boolean","YES","true"
"bos_sys1_battery2_type2_trigger","character varying","YES",NULL
"bos_sys1_backup_type1_equipment_type","character varying","YES",NULL
"bos_sys1_backup_type1_make","character varying","YES",NULL
"bos_sys1_backup_type1_model","character varying","YES",NULL
"bos_sys1_backup_type1_amp_rating","character varying","YES",NULL
"bos_sys1_backup_type1_is_new","boolean","YES","true"
"bos_sys1_backup_type1_trigger","character varying","YES",NULL
"bos_sys1_backup_type2_equipment_type","character varying","YES",NULL
"bos_sys1_backup_type2_make","character varying","YES",NULL
"bos_sys1_backup_type2_model","character varying","YES",NULL
"bos_sys1_backup_type2_amp_rating","character varying","YES",NULL
"bos_sys1_backup_type2_is_new","boolean","YES","true"
"bos_sys1_backup_type2_trigger","character varying","YES",NULL
"bos_sys1_backup_type3_equipment_type","character varying","YES",NULL
"bos_sys1_backup_type3_make","character varying","YES",NULL
"bos_sys1_backup_type3_model","character varying","YES",NULL
"bos_sys1_backup_type3_amp_rating","character varying","YES",NULL
"bos_sys1_backup_type3_is_new","boolean","YES","true"
"bos_sys1_backup_type3_trigger","character varying","YES",NULL
"bos_sys2_battery1_type1_equipment_type","character varying","YES",NULL
"bos_sys2_battery1_type1_make","character varying","YES",NULL
"bos_sys2_battery1_type1_model","character varying","YES",NULL
"bos_sys2_battery1_type1_amp_rating","character varying","YES",NULL
"bos_sys2_battery1_type1_is_new","boolean","YES","true"
"bos_sys2_battery1_type1_trigger","character varying","YES",NULL
"bos_sys2_battery1_type2_equipment_type","character varying","YES",NULL
"bos_sys2_battery1_type2_make","character varying","YES",NULL
"bos_sys2_battery1_type2_model","character varying","YES",NULL
"bos_sys2_battery1_type2_amp_rating","character varying","YES",NULL
"bos_sys2_battery1_type2_is_new","boolean","YES","true"
"bos_sys2_battery1_type2_trigger","character varying","YES",NULL
"bos_sys2_battery2_type1_equipment_type","character varying","YES",NULL
"bos_sys2_battery2_type1_make","character varying","YES",NULL
"bos_sys2_battery2_type1_model","character varying","YES",NULL
"bos_sys2_battery2_type1_amp_rating","character varying","YES",NULL
"bos_sys2_battery2_type1_is_new","boolean","YES","true"
"bos_sys2_battery2_type1_trigger","character varying","YES",NULL
"bos_sys2_battery2_type2_equipment_type","character varying","YES",NULL
"bos_sys2_battery2_type2_make","character varying","YES",NULL
"bos_sys2_battery2_type2_model","character varying","YES",NULL
"bos_sys2_battery2_type2_amp_rating","character varying","YES",NULL
"bos_sys2_battery2_type2_is_new","boolean","YES","true"
"bos_sys2_battery2_type2_trigger","character varying","YES",NULL
"bos_sys2_backup_type1_equipment_type","character varying","YES",NULL
"bos_sys2_backup_type1_make","character varying","YES",NULL
"bos_sys2_backup_type1_model","character varying","YES",NULL
"bos_sys2_backup_type1_amp_rating","character varying","YES",NULL
"bos_sys2_backup_type1_is_new","boolean","YES","true"
"bos_sys2_backup_type1_trigger","character varying","YES",NULL
"bos_sys2_backup_type2_equipment_type","character varying","YES",NULL
"bos_sys2_backup_type2_make","character varying","YES",NULL
"bos_sys2_backup_type2_model","character varying","YES",NULL
"bos_sys2_backup_type2_amp_rating","character varying","YES",NULL
"bos_sys2_backup_type2_is_new","boolean","YES","true"
"bos_sys2_backup_type2_trigger","character varying","YES",NULL
"bos_sys2_backup_type3_equipment_type","character varying","YES",NULL
"bos_sys2_backup_type3_make","character varying","YES",NULL
"bos_sys2_backup_type3_model","character varying","YES",NULL
"bos_sys2_backup_type3_amp_rating","character varying","YES",NULL
"bos_sys2_backup_type3_is_new","boolean","YES","true"
"bos_sys2_backup_type3_trigger","character varying","YES",NULL
"bos_sys3_battery1_type1_equipment_type","character varying","YES",NULL
"bos_sys3_battery1_type1_make","character varying","YES",NULL
"bos_sys3_battery1_type1_model","character varying","YES",NULL
"bos_sys3_battery1_type1_amp_rating","character varying","YES",NULL
"bos_sys3_battery1_type1_is_new","boolean","YES","true"
"bos_sys3_battery1_type1_trigger","character varying","YES",NULL
"bos_sys3_battery1_type2_equipment_type","character varying","YES",NULL
"bos_sys3_battery1_type2_make","character varying","YES",NULL
"bos_sys3_battery1_type2_model","character varying","YES",NULL
"bos_sys3_battery1_type2_amp_rating","character varying","YES",NULL
"bos_sys3_battery1_type2_is_new","boolean","YES","true"
"bos_sys3_battery1_type2_trigger","character varying","YES",NULL
"bos_sys3_battery2_type1_equipment_type","character varying","YES",NULL
"bos_sys3_battery2_type1_make","character varying","YES",NULL
"bos_sys3_battery2_type1_model","character varying","YES",NULL
"bos_sys3_battery2_type1_amp_rating","character varying","YES",NULL
"bos_sys3_battery2_type1_is_new","boolean","YES","true"
"bos_sys3_battery2_type1_trigger","character varying","YES",NULL
"bos_sys3_battery2_type2_equipment_type","character varying","YES",NULL
"bos_sys3_battery2_type2_make","character varying","YES",NULL
"bos_sys3_battery2_type2_model","character varying","YES",NULL
"bos_sys3_battery2_type2_amp_rating","character varying","YES",NULL
"bos_sys3_battery2_type2_is_new","boolean","YES","true"
"bos_sys3_battery2_type2_trigger","character varying","YES",NULL
"bos_sys3_backup_type1_equipment_type","character varying","YES",NULL
"bos_sys3_backup_type1_make","character varying","YES",NULL
"bos_sys3_backup_type1_model","character varying","YES",NULL
"bos_sys3_backup_type1_amp_rating","character varying","YES",NULL
"bos_sys3_backup_type1_is_new","boolean","YES","true"
"bos_sys3_backup_type1_trigger","character varying","YES",NULL
"bos_sys3_backup_type2_equipment_type","character varying","YES",NULL
"bos_sys3_backup_type2_make","character varying","YES",NULL
"bos_sys3_backup_type2_model","character varying","YES",NULL
"bos_sys3_backup_type2_amp_rating","character varying","YES",NULL
"bos_sys3_backup_type2_is_new","boolean","YES","true"
"bos_sys3_backup_type2_trigger","character varying","YES",NULL
"bos_sys3_backup_type3_equipment_type","character varying","YES",NULL
"bos_sys3_backup_type3_make","character varying","YES",NULL
"bos_sys3_backup_type3_model","character varying","YES",NULL
"bos_sys3_backup_type3_amp_rating","character varying","YES",NULL
"bos_sys3_backup_type3_is_new","boolean","YES","true"
"bos_sys3_backup_type3_trigger","character varying","YES",NULL
"bos_sys4_battery1_type1_equipment_type","character varying","YES",NULL
"bos_sys4_battery1_type1_make","character varying","YES",NULL
"bos_sys4_battery1_type1_model","character varying","YES",NULL
"bos_sys4_battery1_type1_amp_rating","character varying","YES",NULL
"bos_sys4_battery1_type1_is_new","boolean","YES","true"
"bos_sys4_battery1_type1_trigger","character varying","YES",NULL
"bos_sys4_battery1_type2_equipment_type","character varying","YES",NULL
"bos_sys4_battery1_type2_make","character varying","YES",NULL
"bos_sys4_battery1_type2_model","character varying","YES",NULL
"bos_sys4_battery1_type2_amp_rating","character varying","YES",NULL
"bos_sys4_battery1_type2_is_new","boolean","YES","true"
"bos_sys4_battery1_type2_trigger","character varying","YES",NULL
"bos_sys4_battery2_type1_equipment_type","character varying","YES",NULL
"bos_sys4_battery2_type1_make","character varying","YES",NULL
"bos_sys4_battery2_type1_model","character varying","YES",NULL
"bos_sys4_battery2_type1_amp_rating","character varying","YES",NULL
"bos_sys4_battery2_type1_is_new","boolean","YES","true"
"bos_sys4_battery2_type1_trigger","character varying","YES",NULL
"bos_sys4_battery2_type2_equipment_type","character varying","YES",NULL
"bos_sys4_battery2_type2_make","character varying","YES",NULL
"bos_sys4_battery2_type2_model","character varying","YES",NULL
"bos_sys4_battery2_type2_amp_rating","character varying","YES",NULL
"bos_sys4_battery2_type2_is_new","boolean","YES","true"
"bos_sys4_battery2_type2_trigger","character varying","YES",NULL
"bos_sys4_backup_type1_equipment_type","character varying","YES",NULL
"bos_sys4_backup_type1_make","character varying","YES",NULL
"bos_sys4_backup_type1_model","character varying","YES",NULL
"bos_sys4_backup_type1_amp_rating","character varying","YES",NULL
"bos_sys4_backup_type1_is_new","boolean","YES","true"
"bos_sys4_backup_type1_trigger","character varying","YES",NULL
"bos_sys4_backup_type2_equipment_type","character varying","YES",NULL
"bos_sys4_backup_type2_make","character varying","YES",NULL
"bos_sys4_backup_type2_model","character varying","YES",NULL
"bos_sys4_backup_type2_amp_rating","character varying","YES",NULL
"bos_sys4_backup_type2_is_new","boolean","YES","true"
"bos_sys4_backup_type2_trigger","character varying","YES",NULL
"bos_sys4_backup_type3_equipment_type","character varying","YES",NULL
"bos_sys4_backup_type3_make","character varying","YES",NULL
"bos_sys4_backup_type3_model","character varying","YES",NULL
"bos_sys4_backup_type3_amp_rating","character varying","YES",NULL
"bos_sys4_backup_type3_is_new","boolean","YES","true"
"bos_sys4_backup_type3_trigger","character varying","YES",NULL
"bos_sys1_lastslot","integer","YES",NULL
"bos_sys2_lastslot","integer","YES",NULL
"bos_sys3_lastslot","integer","YES",NULL
"bos_sys4_lastslot","integer","YES",NULL
"bos_sys1_type1_block_name","character varying","YES",NULL
"bos_sys1_type2_block_name","character varying","YES",NULL
"bos_sys1_type3_block_name","character varying","YES",NULL
"bos_sys1_type4_block_name","character varying","YES",NULL
"bos_sys1_type5_block_name","character varying","YES",NULL
"bos_sys1_type6_block_name","character varying","YES",NULL
"bos_sys1_battery1_type1_block_name","character varying","YES",NULL
"bos_sys1_battery1_type2_block_name","character varying","YES",NULL
"bos_sys1_battery2_type1_block_name","character varying","YES",NULL
"bos_sys1_battery2_type2_block_name","character varying","YES",NULL
"bos_sys1_backup_type1_block_name","character varying","YES",NULL
"bos_sys1_backup_type2_block_name","character varying","YES",NULL
"bos_sys1_backup_type3_block_name","character varying","YES",NULL
"post_sms_bos_sys1_type1_block_name","character varying","YES",NULL
"post_sms_bos_sys1_type2_block_name","character varying","YES",NULL
"post_sms_bos_sys1_type3_block_name","character varying","YES",NULL
"bos_sys2_type1_block_name","character varying","YES",NULL
"bos_sys2_type2_block_name","character varying","YES",NULL
"bos_sys2_type3_block_name","character varying","YES",NULL
"bos_sys2_type4_block_name","character varying","YES",NULL
"bos_sys2_type5_block_name","character varying","YES",NULL
"bos_sys2_type6_block_name","character varying","YES",NULL
"bos_sys2_battery1_type1_block_name","character varying","YES",NULL
"bos_sys2_battery1_type2_block_name","character varying","YES",NULL
"bos_sys2_battery2_type1_block_name","character varying","YES",NULL
"bos_sys2_battery2_type2_block_name","character varying","YES",NULL
"bos_sys2_backup_type1_block_name","character varying","YES",NULL
"bos_sys2_backup_type2_block_name","character varying","YES",NULL
"bos_sys2_backup_type3_block_name","character varying","YES",NULL
"post_sms_bos_sys2_type1_block_name","character varying","YES",NULL
"post_sms_bos_sys2_type2_block_name","character varying","YES",NULL
"post_sms_bos_sys2_type3_block_name","character varying","YES",NULL
"bos_sys3_type1_block_name","character varying","YES",NULL
"bos_sys3_type2_block_name","character varying","YES",NULL
"bos_sys3_type3_block_name","character varying","YES",NULL
"bos_sys3_type4_block_name","character varying","YES",NULL
"bos_sys3_type5_block_name","character varying","YES",NULL
"bos_sys3_type6_block_name","character varying","YES",NULL
"bos_sys3_battery1_type1_block_name","character varying","YES",NULL
"bos_sys3_battery1_type2_block_name","character varying","YES",NULL
"bos_sys3_battery2_type1_block_name","character varying","YES",NULL
"bos_sys3_battery2_type2_block_name","character varying","YES",NULL
"bos_sys3_backup_type1_block_name","character varying","YES",NULL
"bos_sys3_backup_type2_block_name","character varying","YES",NULL
"bos_sys3_backup_type3_block_name","character varying","YES",NULL
"post_sms_bos_sys3_type1_block_name","character varying","YES",NULL
"post_sms_bos_sys3_type2_block_name","character varying","YES",NULL
"post_sms_bos_sys3_type3_block_name","character varying","YES",NULL
"bos_sys4_type1_block_name","character varying","YES",NULL
"bos_sys4_type2_block_name","character varying","YES",NULL
"bos_sys4_type3_block_name","character varying","YES",NULL
"bos_sys4_type4_block_name","character varying","YES",NULL
"bos_sys4_type5_block_name","character varying","YES",NULL
"bos_sys4_type6_block_name","character varying","YES",NULL
"bos_sys4_battery1_type1_block_name","character varying","YES",NULL
"bos_sys4_battery1_type2_block_name","character varying","YES",NULL
"bos_sys4_battery2_type1_block_name","character varying","YES",NULL
"bos_sys4_battery2_type2_block_name","character varying","YES",NULL
"bos_sys4_backup_type1_block_name","character varying","YES",NULL
"bos_sys4_backup_type2_block_name","character varying","YES",NULL
"bos_sys4_backup_type3_block_name","character varying","YES",NULL
"post_sms_bos_sys4_type1_block_name","character varying","YES",NULL
"post_sms_bos_sys4_type2_block_name","character varying","YES",NULL
"post_sms_bos_sys4_type3_block_name","character varying","YES",NULL
"selected_additional_services","text","YES",NULL
"sys1_battery1_tie_in_location","text","YES",NULL
"sys1_battery2_tie_in_location","text","YES",NULL
"sys2_battery1_tie_in_location","text","YES",NULL
"sys2_battery2_tie_in_location","text","YES",NULL
"sys3_battery1_tie_in_location","text","YES",NULL
"sys3_battery2_tie_in_location","text","YES",NULL
"sys4_battery1_tie_in_location","text","YES",NULL
"sys4_battery2_tie_in_location","text","YES",NULL
"sys1_isacintegrated","boolean","YES","false"
"sys2_isacintegrated","boolean","YES","false"
"sys3_isacintegrated","boolean","YES","false"
"sys4_isacintegrated","boolean","YES","false"
"bos_sys1_battery1_type3_equipment_type","character varying","YES",NULL
"bos_sys1_battery1_type3_make","character varying","YES",NULL
"bos_sys1_battery1_type3_model","character varying","YES",NULL
"bos_sys1_battery1_type3_amp_rating","character varying","YES",NULL
"bos_sys1_battery1_type3_is_new","boolean","YES","true"
"bos_sys1_battery1_type3_trigger","character varying","YES",NULL
"bos_sys1_battery1_type3_block_name","character varying","YES",NULL
"bos_sys1_battery2_type3_equipment_type","character varying","YES",NULL
"bos_sys1_battery2_type3_make","character varying","YES",NULL
"bos_sys1_battery2_type3_model","character varying","YES",NULL
"bos_sys1_battery2_type3_amp_rating","character varying","YES",NULL
"bos_sys1_battery2_type3_is_new","boolean","YES","true"
"bos_sys1_battery2_type3_trigger","character varying","YES",NULL
"bos_sys1_battery2_type3_block_name","character varying","YES",NULL
"bos_sys2_battery1_type3_equipment_type","character varying","YES",NULL
"bos_sys2_battery1_type3_make","character varying","YES",NULL
"bos_sys2_battery1_type3_model","character varying","YES",NULL
"bos_sys2_battery1_type3_amp_rating","character varying","YES",NULL
"bos_sys2_battery1_type3_is_new","boolean","YES","true"
"bos_sys2_battery1_type3_trigger","character varying","YES",NULL
"bos_sys2_battery1_type3_block_name","character varying","YES",NULL
"bos_sys2_battery2_type3_equipment_type","character varying","YES",NULL
"bos_sys2_battery2_type3_make","character varying","YES",NULL
"bos_sys2_battery2_type3_model","character varying","YES",NULL
"bos_sys2_battery2_type3_amp_rating","character varying","YES",NULL
"bos_sys2_battery2_type3_is_new","boolean","YES","true"
"bos_sys2_battery2_type3_trigger","character varying","YES",NULL
"bos_sys2_battery2_type3_block_name","character varying","YES",NULL
"bos_sys3_battery1_type3_equipment_type","character varying","YES",NULL
"bos_sys3_battery1_type3_make","character varying","YES",NULL
"bos_sys3_battery1_type3_model","character varying","YES",NULL
"bos_sys3_battery1_type3_amp_rating","character varying","YES",NULL
"bos_sys3_battery1_type3_is_new","boolean","YES","true"
"bos_sys3_battery1_type3_trigger","character varying","YES",NULL
"bos_sys3_battery1_type3_block_name","character varying","YES",NULL
"bos_sys3_battery2_type3_equipment_type","character varying","YES",NULL
"bos_sys3_battery2_type3_make","character varying","YES",NULL
"bos_sys3_battery2_type3_model","character varying","YES",NULL
"bos_sys3_battery2_type3_amp_rating","character varying","YES",NULL
"bos_sys3_battery2_type3_is_new","boolean","YES","true"
"bos_sys3_battery2_type3_trigger","character varying","YES",NULL
"bos_sys3_battery2_type3_block_name","character varying","YES",NULL
"bos_sys4_battery1_type3_equipment_type","character varying","YES",NULL
"bos_sys4_battery1_type3_make","character varying","YES",NULL
"bos_sys4_battery1_type3_model","character varying","YES",NULL
"bos_sys4_battery1_type3_amp_rating","character varying","YES",NULL
"bos_sys4_battery1_type3_is_new","boolean","YES","true"
"bos_sys4_battery1_type3_trigger","character varying","YES",NULL
"bos_sys4_battery1_type3_block_name","character varying","YES",NULL
"bos_sys4_battery2_type3_equipment_type","character varying","YES",NULL
"bos_sys4_battery2_type3_make","character varying","YES",NULL
"bos_sys4_battery2_type3_model","character varying","YES",NULL
"bos_sys4_battery2_type3_amp_rating","character varying","YES",NULL
"bos_sys4_battery2_type3_is_new","boolean","YES","true"
"bos_sys4_battery2_type3_trigger","character varying","YES",NULL
"bos_sys4_battery2_type3_block_name","character varying","YES",NULL
"sys1_sms_equipment_type","character varying","YES",NULL
"sys2_sms_equipment_type","character varying","YES",NULL
"sys3_sms_equipment_type","character varying","YES",NULL
"sys4_sms_equipment_type","character varying","YES",NULL
