"id","model","status","manufacturer","equipment_type","uuid","created_at","is_validated"
5131,"Q.PLUS L-G4.2 345",NULL,"Hanwha","Solar Panel","72ff6050-b074-4614-b444-05ad357b497c","2024-08-12 14:33:46.20281+00",False
5132,"Q.PLUS L-G4.2 335",NULL,"Hanwha","Solar Panel","348e95ac-fd35-4c02-8843-4d1b7623f030","2024-08-12 14:33:46.20281+00",False
5133,"Q.PLUS L-G4.2/TAA 345",NULL,"Hanwha","Solar Panel","232fa24f-8d9d-4f44-87f9-6d4ea619fd9d","2024-08-12 14:33:46.20281+00",False
5134,"Q.PLUS L-G4.2/TAA 340",NULL,"Hanwha","Solar Panel","4c78c913-067b-485d-a263-21bf06b35ec2","2024-08-12 14:33:46.20281+00",False
5135,"Q.PLUS L-G4.2 350",NULL,"Hanwha","Solar Panel","0df5e732-6ae6-444d-a145-f5f8bb2232c5","2024-08-12 14:33:46.20281+00",False
5136,"Q.PLUS L-G4.2/TAA 335",NULL,"Hanwha","Solar Panel","351de89c-1065-4baa-bf5a-95537e6bf0bf","2024-08-12 14:33:46.20281+00",False
5137,"Q.PLUS-G3 270",NULL,"Hanwha","Solar Panel","654b807e-31e3-4d42-baf5-57f2409adfe4","2024-08-12 14:33:46.20281+00",False
5138,"Q.PLUS-BFR G4.1/TAA 290",NULL,"Hanwha","Solar Panel","56590499-9a17-4625-857c-eb7199e6cda4","2024-08-12 14:33:46.20281+00",False
5139,"Q.PLUS-G3 275",NULL,"Hanwha","Solar Panel","50ad9db2-4e99-4042-8cc2-34683e314b15","2024-08-12 14:33:46.20281+00",False
5140,"Q.PLUS L-G4.2/TAA 350",NULL,"Hanwha","Solar Panel","dc17148b-bf97-4eee-9d25-953ca5df1f29","2024-08-12 14:33:46.20281+00",False
5141,"Q.PLUS-G4.1/SC 275",NULL,"Hanwha","Solar Panel","287f01cc-d32e-4da0-b939-77ec5ee477fd","2024-08-12 14:33:46.20281+00",False
5142,"Q.PLUS-G4.1/SC 270",NULL,"Hanwha","Solar Panel","36cede8b-e655-429f-b258-83a376b58be4","2024-08-12 14:33:46.20281+00",False
5143,"Q.PLUS-G4.1/SC 280",NULL,"Hanwha","Solar Panel","2ece4966-be58-437c-9e3c-c4a6ccf001ba","2024-08-12 14:33:46.20281+00",False
5144,"Q.PLUS-G3 280",NULL,"Hanwha","Solar Panel","e57e62ac-5c6d-4aab-9c0a-251b06fe90fb","2024-08-12 14:33:46.20281+00",False
5145,"Q.PLUS-G4.3 285",NULL,"Hanwha","Solar Panel","c01127a8-2fc4-45e9-8c01-e1807956de83","2024-08-12 14:33:46.20281+00",False
5146,"Q.PLUS-G4.3 290",NULL,"Hanwha","Solar Panel","3210a4ec-0baf-43c9-b7af-5a5e45f7cb50","2024-08-12 14:33:46.20281+00",False
5147,"Q.PLUS-G4.3 280",NULL,"Hanwha","Solar Panel","146d6240-c8c1-4fb5-8abd-9d5007ac4898","2024-08-12 14:33:46.20281+00",False
5148,"Q.PLUS-G4.1/SC 285",NULL,"Hanwha","Solar Panel","01000469-9a6a-4909-8e6c-d49744770fc6","2024-08-12 14:33:46.20281+00",False
5149,"Q.PRO BFR - G3 245",NULL,"Hanwha","Solar Panel","3edf5773-68ed-4743-80e5-a3b70e34c610","2024-08-12 14:33:46.20281+00",False
5150,"Q.PRO BFR - G3 260",NULL,"Hanwha","Solar Panel","88994730-3bca-4f57-922a-21473dca1a3c","2024-08-12 14:33:46.20281+00",False
5151,"Q.PRO BFR - G3 250",NULL,"Hanwha","Solar Panel","a7f7977e-16c7-4402-93c7-8e6f1c75abd6","2024-08-12 14:33:46.20281+00",False
5152,"Q.PRO BFR - G3 255",NULL,"Hanwha","Solar Panel","16d8609d-dd79-4559-8c7d-bf9c0e8cf862","2024-08-12 14:33:46.20281+00",False
5153,"Q.PRO BFR G4 255",NULL,"Hanwha","Solar Panel","e9ae9e7e-1b86-4bc0-bf28-048ca2d42f76","2024-08-12 14:33:46.20281+00",False
5154,"Q.PRO BFR G4 265",NULL,"Hanwha","Solar Panel","4405eac8-56be-4fd8-8ea3-875cb15f2376","2024-08-12 14:33:46.20281+00",False
5155,"Q.PRO BFR - G3 265",NULL,"Hanwha","Solar Panel","bd149562-5c8a-466c-878e-33435cb69389","2024-08-12 14:33:46.20281+00",False
5156,"Q.PRO BFR G4 260",NULL,"Hanwha","Solar Panel","c307a7d8-aae7-4cac-aa70-3a5bbe87b794","2024-08-12 14:33:46.20281+00",False
5157,"Q.PRO BFR-G4.1 260",NULL,"Hanwha","Solar Panel","d5b00072-a03e-4bd7-8214-48918b6abedc","2024-08-12 14:33:46.20281+00",False
5158,"Q.PRO BFR-G4.1 255",NULL,"Hanwha","Solar Panel","8f02a022-ab91-44d1-bfa8-67c19b1b0ea7","2024-08-12 14:33:46.20281+00",False
5159,"Q.PRO BFR-G4.1 265",NULL,"Hanwha","Solar Panel","ea842459-164f-4690-87ac-4123e471995c","2024-08-12 14:33:46.20281+00",False
5160,"Q.PRO BFR-G4.3 260",NULL,"Hanwha","Solar Panel","52fa4ba8-39ef-44ba-9eed-0e1c836e6f48","2024-08-12 14:33:46.20281+00",False
5161,"Q.PRO BFR-G4.3 265",NULL,"Hanwha","Solar Panel","7be50aac-b471-4a94-9e1a-35d14701fe06","2024-08-12 14:33:46.20281+00",False
5162,"Q.PRO G4.1/SC 255",NULL,"Hanwha","Solar Panel","81f80c61-78be-436a-a04a-9e602a328695","2024-08-12 14:33:46.20281+00",False
5163,"Q.PRO G4.1/SC 265",NULL,"Hanwha","Solar Panel","91faf0db-b62e-4be0-b1cb-60309cc5029f","2024-08-12 14:33:46.20281+00",False
5164,"Q.PRO G4.1/SC 260",NULL,"Hanwha","Solar Panel","1e0135f8-9596-4658-97ee-5dc06acf7948","2024-08-12 14:33:46.20281+00",False
5165,"Q.PRO L 300",NULL,"Hanwha","Solar Panel","ac978cab-dfe0-4d5d-9ef1-d9bca037c1bc","2024-08-12 14:33:46.20281+00",False
5166,"Q.PRO L 295",NULL,"Hanwha","Solar Panel","18eb7865-4fe3-4ad5-8add-acb9a05fb70e","2024-08-12 14:33:46.20281+00",False
5167,"Q.PRO L 305",NULL,"Hanwha","Solar Panel","8045d69c-5cbd-452e-ab66-502edd5a1d63","2024-08-12 14:33:46.20281+00",False
5168,"Q.PRO L 290",NULL,"Hanwha","Solar Panel","984e9b89-7fbb-417b-93ce-12b103df1b86","2024-08-12 14:33:46.20281+00",False
5169,"Q.PRO L G4 315",NULL,"Hanwha","Solar Panel","38f84548-27e7-4162-aa7f-e130532acceb","2024-08-12 14:33:46.20281+00",False
5170,"Q.PRO L 310",NULL,"Hanwha","Solar Panel","24e3f98a-763b-482c-8971-f942466f170d","2024-08-12 14:33:46.20281+00",False
5171,"Q.PRO L G2 315",NULL,"Hanwha","Solar Panel","9ba1470c-ebe5-4e85-b50c-b42c47de2aca","2024-08-12 14:33:46.20281+00",False
5172,"Q.PRO L G4 310",NULL,"Hanwha","Solar Panel","7f9e1015-2786-4957-b873-7c0a00705733","2024-08-12 14:33:46.20281+00",False
5173,"Q.PRO L G4.1 315",NULL,"Hanwha","Solar Panel","f016fe16-9068-40ae-ac3e-7aaa26d42241","2024-08-12 14:33:46.20281+00",False
5174,"Q.PRO L G4.1 320",NULL,"Hanwha","Solar Panel","d6cc4c06-6c82-41dc-88df-26f347ba8331","2024-08-12 14:33:46.20281+00",False
5175,"Q.PRO L G4 320",NULL,"Hanwha","Solar Panel","eb440e3a-1916-49ec-9804-cfb0f6902cb3","2024-08-12 14:33:46.20281+00",False
5176,"Q.PRO L G4.1 310",NULL,"Hanwha","Solar Panel","7c3fa4c6-30b9-4895-a46b-c34811eb48cd","2024-08-12 14:33:46.20281+00",False
5177,"Q.PRO L-G2 310",NULL,"Hanwha","Solar Panel","247f83f7-a734-4013-aaa8-8ae3f62bb1f2","2024-08-12 14:33:46.20281+00",False
5178,"Q.PRO L-G2.3 305",NULL,"Hanwha","Solar Panel","4e827963-1bd9-4788-a7d8-2c37e2243623","2024-08-12 14:33:46.20281+00",False
5179,"Q.PRO L-G2.3 310",NULL,"Hanwha","Solar Panel","59c48dd2-4f71-4b0c-bf33-2a70c56b7675","2024-08-12 14:33:46.20281+00",False
5180,"Q.PRO L-G2 305",NULL,"Hanwha","Solar Panel","e05a71d5-90ff-4743-9f43-f43ddbd5960c","2024-08-12 14:33:46.20281+00",False
5181,"Q.PRO L-G3 305",NULL,"Hanwha","Solar Panel","3973fc1f-fa2f-4883-831f-a14a68495166","2024-08-12 14:33:46.20281+00",False
5182,"Q.PRO L-G3 300",NULL,"Hanwha","Solar Panel","31f920f2-4c31-42bd-9d97-963ded8524ee","2024-08-12 14:33:46.20281+00",False
5183,"Q.PRO L-G2.3 315",NULL,"Hanwha","Solar Panel","70e5793f-8613-477e-8f34-bfc1bce33b25","2024-08-12 14:33:46.20281+00",False
5184,"Q.PRO L-G3 310",NULL,"Hanwha","Solar Panel","01d44ef5-ffd3-4ba7-809e-006234266dd9","2024-08-12 14:33:46.20281+00",False
5185,"Q.PRO L-G3.1 320",NULL,"Hanwha","Solar Panel","38440815-6ade-411d-9e14-ac34b792dd86","2024-08-12 14:33:46.20281+00",False
5186,"Q.PRO L-G3 315",NULL,"Hanwha","Solar Panel","b68defaf-19e5-4302-a675-8d7e34ab1a47","2024-08-12 14:33:46.20281+00",False
5187,"Q.PRO L-G3.1 310",NULL,"Hanwha","Solar Panel","790e7f4d-d699-4c92-8506-c4399d195179","2024-08-12 14:33:46.20281+00",False
5188,"Q.PRO L-G3.1 315",NULL,"Hanwha","Solar Panel","ff395a0e-3e7d-463e-ad60-4210c9d808e4","2024-08-12 14:33:46.20281+00",False
5189,"Q.PRO-G3 250",NULL,"Hanwha","Solar Panel","9791a066-cdbd-4e4a-9390-0c03d6245744","2024-08-12 14:33:46.20281+00",False
5190,"Q.PRO-G3 240",NULL,"Hanwha","Solar Panel","0f9df07d-5372-45db-92ba-7ccaa2d973b4","2024-08-12 14:33:46.20281+00",False
5191,"Q.PRO-G3 245",NULL,"Hanwha","Solar Panel","c4eb2973-855a-428d-9db0-2ea6a4e41e5c","2024-08-12 14:33:46.20281+00",False
5192,"Q.PRO-G3 255",NULL,"Hanwha","Solar Panel","e3f4e840-3865-4346-a05f-b07b852b5967","2024-08-12 14:33:46.20281+00",False
5193,"Q.PRO-G4 255",NULL,"Hanwha","Solar Panel","a401c83a-b152-4a9c-a8dd-f5de5e52a699","2024-08-12 14:33:46.20281+00",False
5194,"Q.PRO-G3 265",NULL,"Hanwha","Solar Panel","a4831ea1-d257-4224-92d3-db6147303bd4","2024-08-12 14:33:46.20281+00",False
5195,"Q.PRO-G3 260",NULL,"Hanwha","Solar Panel","e83c1b3d-50ba-4232-8c72-ad624d024ea0","2024-08-12 14:33:46.20281+00",False
5196,"Q.PRO-G4 260",NULL,"Hanwha","Solar Panel","ba4c9e76-f5ff-4a38-9107-efc372185102","2024-08-12 14:33:46.20281+00",False
5197,"Q.PRO-G4/SC 255",NULL,"Hanwha","Solar Panel","1ab3b06f-940f-425f-b33a-aaa79b22a4a8","2024-08-12 14:33:46.20281+00",False
5198,"Q.PRO-G4/SC 260",NULL,"Hanwha","Solar Panel","436e21a0-e965-4bbc-bed6-c148676c96db","2024-08-12 14:33:46.20281+00",False
5199,"Q.PRO-G4/SC 265",NULL,"Hanwha","Solar Panel","b35c6ffa-764d-41f4-91a7-9456eb911a62","2024-08-12 14:33:46.20281+00",False
5200,"Q.PRO-G4 265",NULL,"Hanwha","Solar Panel","418babc4-ece7-4446-8c22-2238492cbd77","2024-08-12 14:33:46.20281+00",False
5201,"Q.TRON BLK-G1+ 375",NULL,"Hanwha","Solar Panel","f85bdf53-3cee-460b-b9f9-0ff200fcc2f5","2024-08-12 14:33:46.20281+00",False
5202,"Q.TRON BLK-G1+ 385",NULL,"Hanwha","Solar Panel","3a766567-0459-422c-9f4c-9fc1e7f2376b","2024-08-12 14:33:46.20281+00",False
5203,"Q.TRON BLK-G1+ 370",NULL,"Hanwha","Solar Panel","e3c914aa-9807-49fc-b030-17b9eafc4f6b","2024-08-12 14:33:46.20281+00",False
5204,"Q.TRON BLK-G1+ 380",NULL,"Hanwha","Solar Panel","7da96040-8368-4403-a7a7-78216803d33f","2024-08-12 14:33:46.20281+00",False
5205,"Q.TRON BLK-G1+ 395",NULL,"Hanwha","Solar Panel","16ced365-5867-4cc3-b563-4d937b661ff1","2024-08-12 14:33:46.20281+00",False
5206,"HSL60M6-HA-0-250T",NULL,"Hanwha","Solar Panel","42d3b776-dfd6-4187-abc9-cf208ef58dad","2024-08-12 14:33:46.20281+00",False
5207,"Q.TRON BLK-G1+ 390",NULL,"Hanwha","Solar Panel","8e630828-ac0b-4a19-9f16-4d630a7f0fad","2024-08-12 14:33:46.20281+00",False
5208,"HSL60M6-HA-0-240T",NULL,"Hanwha","Solar Panel","b6f28e44-cc38-4411-b5cf-21da9572b51c","2024-08-12 14:33:46.20281+00",False
5209,"HSL60M6-HA-4-255TB",NULL,"Hanwha","Solar Panel","1ca41c43-0d7a-4275-bbf6-0dee09ef305a","2024-08-12 14:33:46.20281+00",False
5210,"HSL60M6-HA-4-255TW",NULL,"Hanwha","Solar Panel","d2f0de6e-2b3a-436b-97b7-65ff82bca62f","2024-08-12 14:33:46.20281+00",False
5211,"HSL60M6-HA-4-255T",NULL,"Hanwha","Solar Panel","8e3e721f-4864-49fa-ab3e-bd0229812b9e","2024-08-12 14:33:46.20281+00",False
5212,"HSL60M6-HA-4-260T",NULL,"Hanwha","Solar Panel","e9c57543-3daf-476a-afe0-d144e5cdeac8","2024-08-12 14:33:46.20281+00",False
5213,"HSL60M6-HB-0-240T",NULL,"Hanwha","Solar Panel","fe0974fe-e875-44b6-a17c-9321b5877770","2024-08-12 14:33:46.20281+00",False
5214,"HSL60M6-HA-4-260TW",NULL,"Hanwha","Solar Panel","d1a28c9f-6aae-4895-8951-5e6eb1477df2","2024-08-12 14:33:46.20281+00",False
5215,"HSL60M6-HA-4-260TB",NULL,"Hanwha","Solar Panel","4cc0fd66-60c7-4905-9f14-20f76cec43f4","2024-08-12 14:33:46.20281+00",False
5216,"HSL60M6-HB-0-245TW",NULL,"Hanwha","Solar Panel","0e1a3831-87c8-4bf0-a386-038dd654457e","2024-08-12 14:33:46.20281+00",False
5217,"HSL60M6-HB-4-240T",NULL,"Hanwha","Solar Panel","f3fee552-81c8-4a27-a1f8-6f037f5bb34c","2024-08-12 14:33:46.20281+00",False
5218,"HSL60M6-HB-4-240TB",NULL,"Hanwha","Solar Panel","1756e56d-9857-44e9-953a-9bf2aef1c551","2024-08-12 14:33:46.20281+00",False
5219,"HSL60M6-HB-0-260T",NULL,"Hanwha","Solar Panel","635b3b6f-30ae-4133-933a-9499c59d8900","2024-08-12 14:33:46.20281+00",False
5220,"HSL60M6-HB-4-240TW",NULL,"Hanwha","Solar Panel","7d071fe1-1053-4b5e-bda8-15db81501a25","2024-08-12 14:33:46.20281+00",False
5221,"HSL60M6-HB-4-245TW",NULL,"Hanwha","Solar Panel","25dbe5c3-ad7c-4eb4-81af-bda89d5b6136","2024-08-12 14:33:46.20281+00",False
5222,"HSL60M6-HB-4-245TB",NULL,"Hanwha","Solar Panel","827d5611-d629-4363-bb70-81ec43a8cef9","2024-08-12 14:33:46.20281+00",False
5223,"HSL60M6-HB-4-255T",NULL,"Hanwha","Solar Panel","cb83a223-5248-4bac-a5ca-a3ef11195e88","2024-08-12 14:33:46.20281+00",False
5224,"HSL60M6-HB-4-245T",NULL,"Hanwha","Solar Panel","570dbc7f-8eab-4cdf-8fcd-8c09aeeabe99","2024-08-12 14:33:46.20281+00",False
5225,"HSL60M6-HB-4-255TB",NULL,"Hanwha","Solar Panel","3f6e0182-db32-4f9b-bf8c-6172393ac4d3","2024-08-12 14:33:46.20281+00",False
5226,"HSL60M6-HB-4-255TW",NULL,"Hanwha","Solar Panel","48cf7e68-738d-459c-b4e2-a129b77314f8","2024-08-12 14:33:46.20281+00",False
5227,"HSL60M6-HB-4-260T",NULL,"Hanwha","Solar Panel","8acd43a7-0bfa-41a6-9727-b9528450c0b6","2024-08-12 14:33:46.20281+00",False
5228,"HSL60M6-HB-4-260TB",NULL,"Hanwha","Solar Panel","86c34c71-3f78-441b-acdd-fd6775813532","2024-08-12 14:33:46.20281+00",False
5229,"HSL60P6-PA-0-235TW",NULL,"Hanwha","Solar Panel","6cebb37f-ebbf-4531-ada8-a92d7a5331b3","2024-08-12 14:33:46.20281+00",False
5230,"HSL60M6-HB-4-260TW",NULL,"Hanwha","Solar Panel","3cf6b8ea-b737-42e8-84f3-b966de4615ad","2024-08-12 14:33:46.20281+00",False
5231,"HSL60P6-PA-0-235T",NULL,"Hanwha","Solar Panel","94a850bc-45b7-45c3-b2b5-4ba9180772a3","2024-08-12 14:33:46.20281+00",False
5232,"HSL60P6-PA-0-235TB",NULL,"Hanwha","Solar Panel","bd6dc6d1-1b79-415b-ac68-a3ee5b9a619f","2024-08-12 14:33:46.20281+00",False
5233,"HSL60P6-PA-0-240T",NULL,"Hanwha","Solar Panel","e4c65f8f-9624-46aa-9b0d-e35368376ab9","2024-08-12 14:33:46.20281+00",False
5234,"HSL60P6-PA-0-240TB",NULL,"Hanwha","Solar Panel","79ace874-16d1-4233-9b9d-6df2ec5b9c59","2024-08-12 14:33:46.20281+00",False
5235,"HSL60P6-PA-0-245T",NULL,"Hanwha","Solar Panel","b9f62c9d-de6d-49ae-996c-9e5e74379ff1","2024-08-12 14:33:46.20281+00",False
5236,"HSL60P6-PA-0-240TW",NULL,"Hanwha","Solar Panel","630a2936-7ae5-4577-80ea-85acd36e53e7","2024-08-12 14:33:46.20281+00",False
5237,"HSL60P6-PA-0-245TW",NULL,"Hanwha","Solar Panel","fafe91d4-aa9d-4142-b7a4-7deeeea2f6f9","2024-08-12 14:33:46.20281+00",False
5238,"HSL60P6-PA-0-255T",NULL,"Hanwha","Solar Panel","c11f2534-0966-435f-9918-7a291dc2c61e","2024-08-12 14:33:46.20281+00",False
5239,"HSL60P6-PA-0-255TB",NULL,"Hanwha","Solar Panel","1fc0f851-e763-454e-80bc-6d7540ba3a99","2024-08-12 14:33:46.20281+00",False
5240,"HSL60P6-PA-0-245TB",NULL,"Hanwha","Solar Panel","b47db743-2160-4d1c-8e70-636f42f856e6","2024-08-12 14:33:46.20281+00",False
5241,"HSL60P6-PA-2-235QB",NULL,"Hanwha","Solar Panel","2039cf66-95b2-4bbc-b5cf-543c717a06b1","2024-08-12 14:33:46.20281+00",False
5242,"HSL60P6-PA-2-235QW",NULL,"Hanwha","Solar Panel","b5960184-342e-4001-b88e-5cfd66cd5031","2024-08-12 14:33:46.20281+00",False
5243,"HSL60P6-PA-0-255TW",NULL,"Hanwha","Solar Panel","9c3207c3-feb4-492a-9166-b208f9bfac5c","2024-08-12 14:33:46.20281+00",False
5244,"HSL60P6-PA-2-235Q",NULL,"Hanwha","Solar Panel","cc652e73-3638-4d34-91d2-d72e2e705dd3","2024-08-12 14:33:46.20281+00",False
5245,"HSL60P6-PA-2-240QB",NULL,"Hanwha","Solar Panel","f3ccd772-4593-407d-bc35-9062732a6b15","2024-08-12 14:33:46.20281+00",False
5246,"HSL60P6-PA-2-240Q",NULL,"Hanwha","Solar Panel","c4c3d1c3-bb51-4db6-8470-966d9a0dce05","2024-08-12 14:33:46.20281+00",False
5247,"HSL60P6-PA-2-240QW",NULL,"Hanwha","Solar Panel","c10a2367-f296-49ba-a26f-db9bbdb786cf","2024-08-12 14:33:46.20281+00",False
5248,"HSL60P6-PA-2-245Q",NULL,"Hanwha","Solar Panel","11800a77-b2b2-49a5-a1d2-40b907d293e7","2024-08-12 14:33:46.20281+00",False
5249,"HSL60P6-PA-2-250QW",NULL,"Hanwha","Solar Panel","f3cc8fd7-da1f-4042-af18-49f0df8579cf","2024-08-12 14:33:46.20281+00",False
5250,"HSL60P6-PA-2-250QB",NULL,"Hanwha","Solar Panel","32aa9c34-ce89-427d-9bc4-d07e36c13739","2024-08-12 14:33:46.20281+00",False
5251,"HSL60P6-PA-2-245QB",NULL,"Hanwha","Solar Panel","2ac3f571-6ccd-42cf-9bb3-b7657c292456","2024-08-12 14:33:46.20281+00",False
5252,"HSL60P6-PA-2-245QW",NULL,"Hanwha","Solar Panel","5f2be109-2f6f-4940-b44d-52847db667de","2024-08-12 14:33:46.20281+00",False
5253,"HSL60P6-PA-2-255QB",NULL,"Hanwha","Solar Panel","02131b4a-b892-4853-8490-ac6c6aaf963d","2024-08-12 14:33:46.20281+00",False
5254,"HSL60P6-PA-3-230Q",NULL,"Hanwha","Solar Panel","614c804b-7e0e-4179-aa33-a05b4b38a75f","2024-08-12 14:33:46.20281+00",False
5255,"HSL60P6-PA-2-255QW",NULL,"Hanwha","Solar Panel","abb3b757-db18-4982-a3d6-109c0dc8362d","2024-08-12 14:33:46.20281+00",False
5256,"HSL60P6-PA-2-255Q",NULL,"Hanwha","Solar Panel","9bcede37-12da-45cd-bbb6-894fee2c09c2","2024-08-12 14:33:46.20281+00",False
5257,"HSL60P6-PA-3-230QB",NULL,"Hanwha","Solar Panel","c73d1726-307c-4095-aa7b-44fb44d377e3","2024-08-12 14:33:46.20281+00",False
5258,"HSL60P6-PA-3-230QW",NULL,"Hanwha","Solar Panel","475f3cf8-79f8-48ef-b852-09c8fb1c1f9b","2024-08-12 14:33:46.20281+00",False
5259,"HSL60P6-PA-3-235QB",NULL,"Hanwha","Solar Panel","fcdf93ac-86ce-4a5c-8e68-5aca3f416664","2024-08-12 14:33:46.20281+00",False
5260,"HSL60P6-PA-3-235Q",NULL,"Hanwha","Solar Panel","6a5a92d8-ca62-4f31-81c6-a49d9211b2ea","2024-08-12 14:33:46.20281+00",False
5261,"HSL60P6-PA-3-240QW",NULL,"Hanwha","Solar Panel","bd00531d-5399-4599-8845-9e8697323fe9","2024-08-12 14:33:46.20281+00",False
5262,"HSL60P6-PA-3-240QB",NULL,"Hanwha","Solar Panel","a41210ed-21a2-44f8-9594-d5e1055c5d5c","2024-08-12 14:33:46.20281+00",False
5263,"HSL60P6-PA-3-240Q",NULL,"Hanwha","Solar Panel","bd0b2e06-b5a0-4014-b89f-8ee39d20d4ca","2024-08-12 14:33:46.20281+00",False
5264,"HSL60P6-PA-3-235QW",NULL,"Hanwha","Solar Panel","696c1921-3017-4313-b97e-0fd660e7010f","2024-08-12 14:33:46.20281+00",False
5265,"HSL60P6-PA-3-245QB",NULL,"Hanwha","Solar Panel","9c80761d-8421-4796-998c-478a7c4e28d7","2024-08-12 14:33:46.20281+00",False
5266,"HSL60P6-PA-3-245QW",NULL,"Hanwha","Solar Panel","3169b80d-c6eb-43f2-b429-e1e1e82e4a83","2024-08-12 14:33:46.20281+00",False
5267,"HSL60P6-PA-3-245Q",NULL,"Hanwha","Solar Panel","d98f1c7e-33bb-4cdc-b262-bc1fb7e0db9c","2024-08-12 14:33:46.20281+00",False
5268,"HSL60P6-PA-3-250Q",NULL,"Hanwha","Solar Panel","b3d40316-19c6-47d5-8848-13453a93ebee","2024-08-12 14:33:46.20281+00",False
5269,"HSL60P6-PA-3-250QW",NULL,"Hanwha","Solar Panel","0c8165f6-fbdb-406b-87d4-39fb5fd5cd4a","2024-08-12 14:33:46.20281+00",False
5270,"HSL60P6-PA-3-255Q",NULL,"Hanwha","Solar Panel","207b1f3e-de56-49ea-8f36-29488ced9ef0","2024-08-12 14:33:46.20281+00",False
5271,"HSL60P6-PA-3-250QB",NULL,"Hanwha","Solar Panel","1aaa5d88-3347-4784-a54c-6eb25597a712","2024-08-12 14:33:46.20281+00",False
5272,"HSL60P6-PA-3-255QB",NULL,"Hanwha","Solar Panel","915f94e5-499a-4030-a8ce-bccb4c45c932","2024-08-12 14:33:46.20281+00",False
5273,"HSL60P6-PA-4-235QB",NULL,"Hanwha","Solar Panel","d2481a89-c6f6-42ae-b342-9dd9d4d68d2f","2024-08-12 14:33:46.20281+00",False
5274,"HSL60P6-PA-3-255QW",NULL,"Hanwha","Solar Panel","e7bf838a-c7fa-49e6-a7e3-003234d4ca6b","2024-08-12 14:33:46.20281+00",False
5275,"HSL60P6-PA-4-235QW",NULL,"Hanwha","Solar Panel","97fedaa9-7704-44f6-9351-882c63bb3a6f","2024-08-12 14:33:46.20281+00",False
5276,"HSL60P6-PA-4-235Q",NULL,"Hanwha","Solar Panel","5b104919-264e-4525-b8e3-f231a3ef96bb","2024-08-12 14:33:46.20281+00",False
5277,"HSL60P6-PA-4-235TB",NULL,"Hanwha","Solar Panel","302ba757-d00a-4d09-93de-8ddd8fc2ba26","2024-08-12 14:33:46.20281+00",False
5278,"HSL60P6-PA-4-240Q",NULL,"Hanwha","Solar Panel","15f7157d-c611-413a-a61a-c98964cfe95a","2024-08-12 14:33:46.20281+00",False
5279,"HSL60P6-PA-4-235T",NULL,"Hanwha","Solar Panel","d8758f46-a6f0-4096-8638-99912186ea94","2024-08-12 14:33:46.20281+00",False
5280,"HSL60P6-PA-4-235TW",NULL,"Hanwha","Solar Panel","2e435faf-74c0-4ff4-a1d8-15defbd083ae","2024-08-12 14:33:46.20281+00",False
5281,"HSL60P6-PA-4-240TB",NULL,"Hanwha","Solar Panel","ca90700c-d243-40ce-a7d2-0f5ee71f99e9","2024-08-12 14:33:46.20281+00",False
5282,"HSL60P6-PA-4-240QW",NULL,"Hanwha","Solar Panel","4e0357b5-f880-4f53-9cc5-1e84d64c696e","2024-08-12 14:33:46.20281+00",False
5283,"HSL60P6-PA-4-240QB",NULL,"Hanwha","Solar Panel","fbf7ddca-8e49-457d-b475-db243c6319af","2024-08-12 14:33:46.20281+00",False
5284,"HSL60P6-PA-4-240T",NULL,"Hanwha","Solar Panel","05bb1975-9679-4711-8a9e-2d331da9edbd","2024-08-12 14:33:46.20281+00",False
5285,"HSL60P6-PA-4-240TW",NULL,"Hanwha","Solar Panel","af74268e-2ce4-4a87-80cf-bfaaf6335e2a","2024-08-12 14:33:46.20281+00",False
5286,"HSL60P6-PA-4-245QW",NULL,"Hanwha","Solar Panel","84e47813-776d-403c-bc12-7284a70af777","2024-08-12 14:33:46.20281+00",False
5287,"HSL60P6-PA-4-245Q",NULL,"Hanwha","Solar Panel","75e195d1-51cf-432b-a1e6-526662d7a517","2024-08-12 14:33:46.20281+00",False
5288,"HSL60P6-PA-4-245QB",NULL,"Hanwha","Solar Panel","43b315ed-b4cd-46a9-a917-b6001a42e731","2024-08-12 14:33:46.20281+00",False
5289,"HSL60P6-PA-4-250Q",NULL,"Hanwha","Solar Panel","ce773c4c-119d-46cc-90a1-4bf2e28afb08","2024-08-12 14:33:46.20281+00",False
5290,"HSL60P6-PA-4-245TB",NULL,"Hanwha","Solar Panel","d00381e9-bb3e-419d-b066-b05d1262ca94","2024-08-12 14:33:46.20281+00",False
5291,"HSL60P6-PA-4-245TW",NULL,"Hanwha","Solar Panel","ea747813-6cfe-4b48-873f-0341340215db","2024-08-12 14:33:46.20281+00",False
5292,"HSL60P6-PA-4-245T",NULL,"Hanwha","Solar Panel","558c2231-7bb9-46fc-aead-66365d1b8f6d","2024-08-12 14:33:46.20281+00",False
5293,"HSL60P6-PA-4-250QB",NULL,"Hanwha","Solar Panel","98e3a2c8-d314-46b7-8aeb-46cc500b658f","2024-08-12 14:33:46.20281+00",False
5294,"HSL60P6-PA-4-250T",NULL,"Hanwha","Solar Panel","dafa7da9-0bea-44cf-aaec-88ad84d9cbfb","2024-08-12 14:33:46.20281+00",False
5295,"HSL60P6-PA-4-250QW",NULL,"Hanwha","Solar Panel","f90d22b6-1810-4551-88bc-545bf041931c","2024-08-12 14:33:46.20281+00",False
