id,uuid,equipment_type,current_manufacturer,new_manufacturer,model
13046,9bbbff99-d8be-48b4-917b-075d1969d8c3,Solar Panel,Silfab,SILFAB SOLAR,SIL300BL
13047,84edea70-8b76-4db0-99dd-e7f7fcf5ce5f,Solar Panel,Silfab,SILFAB SOLAR,SIL300BL-W
13048,eefc8b59-60c8-4191-9bf9-caac09f127ca,Solar Panel,Silfab,SILFAB SOLAR,SIL300ML
13049,4d1a0814-3504-414b-8c5c-925106ef30c6,Solar Panel,Silfab,SILFAB SOLAR,SIL300NL
13050,e7667925-8eba-4869-b811-f7068a7e2be0,Solar Panel,Silfab,SILFAB SOLAR,SIL305BL
13051,c3b250a0-b896-4e87-a027-73efbe228fe1,Solar Panel,Silfab,SILFAB SOLAR,SIL305BL-W
13052,abfc2d6e-602d-4a8f-b384-44a4929f981a,Solar Panel,Silfab,SILFAB SOLAR,SIL300NL-W
13053,90aa2b55-9810-455e-a21a-4dcaec12c0e4,Solar Panel,Silfab,SILFAB SOLAR,SIL305ML-W
13054,06dae6b1-bc65-4682-96d9-cc5bf7fbf497,Solar Panel,Silfab,SILFAB SOLAR,SIL305NL-W
13055,55e1c277-c166-4fd1-b9b9-1cc658d8e4ba,Solar Panel,Silfab,SILFAB SOLAR,SIL305ML
13056,9ea18559-fc8f-4062-9b8e-590e705f008e,Solar Panel,Silfab,SILFAB SOLAR,SIL305NL
13057,8af8e15f-2f00-4399-b76c-09f4388258f5,Solar Panel,Silfab,SILFAB SOLAR,SIL-310HL
13058,07b3482f-8d00-4403-8b63-02f98fb17dec,Solar Panel,Silfab,SILFAB SOLAR,SIL305XL
13059,857d6ed7-3e44-485f-8cda-77de9cb78e47,Solar Panel,Silfab,SILFAB SOLAR,SIL-310BL
13060,da080ae7-1f50-4380-927e-bbe9ea2ba931,Solar Panel,Silfab,SILFAB SOLAR,SIL310BL-W
13061,53271c85-769a-49ba-ba70-b241405285dc,Solar Panel,Silfab,SILFAB SOLAR,SIL310ML-W
13062,80c07db4-8d87-49ec-9d6d-0a50abcf7997,Solar Panel,Silfab,SILFAB SOLAR,SIL310ML
13063,c1e9afb9-b087-4889-9ec7-7b0bc4ce708b,Solar Panel,Silfab,SILFAB SOLAR,SIL-310NL
13064,96f00211-2392-4d26-a538-3329851ff285,Solar Panel,Silfab,SILFAB SOLAR,SIL310NL-W
13065,436e3d1a-1fe1-4ec9-b2f6-c684c364fc1c,Solar Panel,Silfab,SILFAB SOLAR,SIL-315BL
13066,b0301088-dfef-47b7-813e-e78e6542aa11,Solar Panel,Silfab,SILFAB SOLAR,SIL-315HL
13067,c54c6f6d-ec96-4f14-b037-02d8f016aa59,Solar Panel,Silfab,SILFAB SOLAR,SIL315BL-W
13068,e4ac0f4f-4f3c-4855-9c67-16aade58a732,Solar Panel,Silfab,SILFAB SOLAR,SIL315ML
13069,0c2a52d8-9b54-41fa-8bfa-56b7fa16194a,Solar Panel,Silfab,SILFAB SOLAR,SIL315NL-W
13070,d2a8cef5-ccf7-4a1e-9437-b65ff6047e90,Solar Panel,Silfab,SILFAB SOLAR,SIL315ML-W
13071,77683356-666a-41bc-9bdf-6e987e894261,Solar Panel,Silfab,SILFAB SOLAR,SIL-315NL
13072,9384fbf4-e9cc-45d2-89aa-b556cb0723b6,Solar Panel,Silfab,SILFAB SOLAR,SIL-320BL
13073,a7021090-ce13-4954-b1db-81094f9432ec,Solar Panel,Silfab,SILFAB SOLAR,SIL320BL-W
13074,f802b48e-eabb-4ae7-806b-b952f68632b6,Solar Panel,Silfab,SILFAB SOLAR,SIL320ML
13075,f1791ed9-dc95-405b-b027-97c2779e9d3e,Solar Panel,Silfab,SILFAB SOLAR,SIL-320HL
13076,5c8d34ae-5492-4f6d-b43b-843217c00f5e,Solar Panel,Silfab,SILFAB SOLAR,SIL320ML-W
13077,b1e840df-0617-40c3-b3ec-c873a87381d1,Solar Panel,Silfab,SILFAB SOLAR,SIL-320NL
13078,137edb24-edcf-4cd1-bf0e-60cc9f5434c5,Solar Panel,Silfab,SILFAB SOLAR,SIL325BL-W
13079,e2077161-1f2d-4b96-bf9d-15cea9bd07e8,Solar Panel,Silfab,SILFAB SOLAR,SIL320NL-W
13080,1700e6de-47e2-4ed0-ad65-8096b2db2505,Solar Panel,Silfab,SILFAB SOLAR,SIL-325BL
13081,4b4bca09-dad9-4c4f-be68-f839b3495055,Solar Panel,Silfab,SILFAB SOLAR,SIL-325NL
13082,bb635ff6-80bc-4ee0-9f53-dedd9d164c85,Solar Panel,Silfab,SILFAB SOLAR,SIL-330BL
13083,1d9aa55f-1ae9-47e7-aa11-0a82302be326,Solar Panel,Silfab,SILFAB SOLAR,SIL330BL-W
13084,61414ab3-d8fb-493c-b43f-249f527d21a8,Solar Panel,Silfab,SILFAB SOLAR,SIL-325HL
13085,97c6d1dc-8f5c-40e3-a8f3-edf388bd9b22,Solar Panel,Silfab,SILFAB SOLAR,SIL-330HL
13086,fd54d9ae-0d1d-4574-8bc9-1608416356ee,Solar Panel,Silfab,SILFAB SOLAR,SIL-335HL
13087,97416c11-f79a-4e7a-864f-f7db72ab2b00,Solar Panel,Silfab,SILFAB SOLAR,SIL-335BL
13088,10a1648f-2b49-4271-9cb8-8c1e5918b31d,Solar Panel,Silfab,SILFAB SOLAR,SIL-330NL
13089,c18c79f4-e94b-40ca-8475-11b0fd41f63d,Solar Panel,Silfab,SILFAB SOLAR,SIL-340BL
13090,acf5d775-4c0f-44f2-ba7f-7253763c0d4c,Solar Panel,Silfab,SILFAB SOLAR,SIL340MT
13091,f7dffa01-09c4-408c-87cc-1be42a2ea5d7,Solar Panel,Silfab,SILFAB SOLAR,SIL-340HL
13092,d5924d3b-34c9-4afe-8488-a7cad546ce95,Solar Panel,Silfab,SILFAB SOLAR,SIL-335NL
13093,7a75ef99-785f-438c-9b06-5b9642700ff0,Solar Panel,Silfab,SILFAB SOLAR,SIL340MT-W
13094,65a923a0-135a-42ce-8e47-b7a247a5fd7f,Solar Panel,Silfab,SILFAB SOLAR,SIL-340NL
13095,a08ef58c-2af1-4f30-ba1b-3ea2d83c3ac8,Solar Panel,Silfab,SILFAB SOLAR,SIL340NT
13096,ab2584ce-9f20-43d3-b443-2e1f5fa090d1,Solar Panel,Silfab,SILFAB SOLAR,SIL340NT-W
13097,a233018c-ae42-4a3f-97e8-12f5e59da505,Solar Panel,Silfab,SILFAB SOLAR,SIL345MT-W
13098,d8138e25-fedf-4500-945a-9fc693a003af,Solar Panel,Silfab,SILFAB SOLAR,SIL-345HL
13099,304abd8a-6df4-4a36-bbc7-a982365be104,Solar Panel,Silfab,SILFAB SOLAR,SIL345MT
13100,13f52980-7534-45fa-89fc-bd26eef7a434,Solar Panel,Silfab,SILFAB SOLAR,SIL-345BL
13101,8f72f548-2651-409a-8d9d-a6064837dfa1,Solar Panel,Silfab,SILFAB SOLAR,SIL-345NL
13102,0720aa9b-64af-4e8b-b779-efec8bceacee,Solar Panel,Silfab,SILFAB SOLAR,SIL345NT-W
13103,54e61754-b2ec-4191-a785-1c156790c133,Solar Panel,Silfab,SILFAB SOLAR,SIL345NT
13104,f2de51d2-3f84-4d60-befa-6b8815463b7a,Solar Panel,Silfab,SILFAB SOLAR,SIL350MT
13105,316ed28a-43f2-4d8d-8d6b-5fbbf6580bd6,Solar Panel,Silfab,SILFAB SOLAR,SIL350NT-W
13106,4b070c62-bc5b-4f20-a9aa-e69fe14e8bce,Solar Panel,Silfab,SILFAB SOLAR,SIL-350NX
13107,f8f7822a-e9d6-4a42-b95f-112d89a5da19,Solar Panel,Silfab,SILFAB SOLAR,SIL350NT
13108,7dcea046-71a8-4be7-ae02-7b147e1f27d7,Solar Panel,Silfab,SILFAB SOLAR,SIL350MT-W
13109,df5b9ede-f7f8-4608-bdc1-949f82aa11cf,Solar Panel,Silfab,SILFAB SOLAR,SIL355NT-W
13110,510bd9ae-d03f-4373-9ff1-cc48d87778e1,Solar Panel,Silfab,SILFAB SOLAR,SIL355MT-W
13111,37bf7f48-f777-4f6e-9dbc-ceb736cdfb44,Solar Panel,Silfab,SILFAB SOLAR,SIL355MT
13112,6547215c-3a70-40cc-91d7-fb8586e9df27,Solar Panel,Silfab,SILFAB SOLAR,SIL355NT
13113,505285f2-c308-4be7-a2d3-53fd6e88e7f1,Solar Panel,Silfab,SILFAB SOLAR,SIL-360BK
13114,3e1617da-566d-43b6-8d80-c779b65c0ffd,Solar Panel,Silfab,SILFAB SOLAR,SIL-355NX
13115,258b41ec-e5f4-407c-b0a1-26d1d0892815,Solar Panel,Silfab,SILFAB SOLAR,SIL360MT
13116,74eb6855-b412-4215-9c9e-0bc4fa1b7773,Solar Panel,Silfab,SILFAB SOLAR,SIL-360HC
13117,df573da7-b84c-4589-bd06-9853481fae89,Solar Panel,Silfab,SILFAB SOLAR,SIL360NT-W
13118,41d49ece-148c-4798-ab84-74e634173a97,Solar Panel,Silfab,SILFAB SOLAR,SIL360NT
13119,73ec303d-b3d7-42e7-9f7f-09d8543e2fe7,Solar Panel,Silfab,SILFAB SOLAR,SIL360MT-W
13120,860ae9aa-da03-48d7-b3e1-5f9f87dd5f68,Solar Panel,Silfab,SILFAB SOLAR,SIL-360NX
13121,6bc750f1-ed92-4b17-96f8-28e707395664,Solar Panel,Silfab,SILFAB SOLAR,SIL-365HC
13122,4ac9976d-b2aa-4796-b8b6-9ce7eadc50b0,Solar Panel,Silfab,SILFAB SOLAR,SIL365MT
13123,2941f980-2bb4-4825-8c15-7b2c7db5b4fd,Solar Panel,Silfab,SILFAB SOLAR,SIL-365BK
13124,01837c3a-498d-4a3f-9f41-d647ba791a55,Solar Panel,Silfab,SILFAB SOLAR,SIL365MT-W
13125,a65df9e8-0d7a-4bc4-85f6-02f67d1d44bb,Solar Panel,Silfab,SILFAB SOLAR,SIL-365NX
13126,06c1892e-32ce-4645-9c1b-ebb0a1918268,Solar Panel,Silfab,SILFAB SOLAR,SIL365NT-W
13127,04b7b326-577d-40f1-8ca2-08b120c90c1b,Solar Panel,Silfab,SILFAB SOLAR,SIL-370BK
13128,760735b0-83d1-4a38-993e-6e173b0fe062,Solar Panel,Silfab,SILFAB SOLAR,SIL365NT
13129,075ff6c7-3acf-47c5-8422-7bace9c250ef,Solar Panel,Silfab,SILFAB SOLAR,SIL370MT
13130,1a2ea5d7-643f-4874-bcb3-1aba8848eac9,Solar Panel,Silfab,SILFAB SOLAR,SIL370MT-W
13131,47fbe98a-6899-4243-a7cb-b604b9797ccc,Solar Panel,Silfab,SILFAB SOLAR,SIL-370HC
13132,bf821fca-33c9-47c4-90f7-b8ccefb4250d,Solar Panel,Silfab,SILFAB SOLAR,SIL370NT
13133,60f2ee12-9958-439f-b3df-c9198ea188d9,Solar Panel,Silfab,SILFAB SOLAR,SIL375MT
13134,cd4cd246-41fd-4141-8c47-399217f24236,Solar Panel,Silfab,SILFAB SOLAR,SIL-370NX
13135,9bca21c8-0087-47dc-8768-89bc492b1b19,Solar Panel,Silfab,SILFAB SOLAR,SIL-375HC
13136,c6c50d1b-ead7-48df-ae6f-5cba24659988,Solar Panel,Silfab,SILFAB SOLAR,SIL-375BK
13137,d0478e2d-6957-40a4-af3c-e634c3c8dc3d,Solar Panel,Silfab,SILFAB SOLAR,SIL375MT-W
13138,015a433b-b2b6-4958-9dc0-44c77727bb52,Solar Panel,Silfab,SILFAB SOLAR,SIL375NT-W
13139,2f0bf623-d07c-42fa-800e-e55a2d88dbbe,Solar Panel,Silfab,SILFAB SOLAR,SIL375NT
13140,44eca060-24e0-41f3-9a9e-772ef1a8adf1,Solar Panel,Silfab,SILFAB SOLAR,SIL-375NU
13141,f5bc6ced-9140-4090-9efb-e030870d5d11,Solar Panel,Silfab,SILFAB SOLAR,SIL-380BK
13142,69d050e1-1d97-4fb9-ba6e-de4b6dd220de,Solar Panel,Silfab,SILFAB SOLAR,SIL-375NX
13143,719d8a64-e87d-438d-ae8a-902c462e0b6f,Solar Panel,Silfab,SILFAB SOLAR,SIL-380HC
13144,ed065eef-2e64-4393-b0c0-7c7768af2ce5,Solar Panel,Silfab,SILFAB SOLAR,SIL-380HC+
13145,13480864-5ab8-49a5-a85b-6fd055722dc2,Solar Panel,Silfab,SILFAB SOLAR,SIL-380NT
13146,420573bf-676d-4352-ad7e-194a404601eb,Solar Panel,Silfab,SILFAB SOLAR,SIL380MT-W
13147,7840071b-35fa-4101-bf4d-ba825fde9373,Solar Panel,Silfab,SILFAB SOLAR,SIL380MT
13148,d25fd5fd-fb5a-486b-bb54-1c9cdd7007ec,Solar Panel,Silfab,SILFAB SOLAR,SIL380NT-W
13149,844668fe-18ab-4921-837e-d6b562a70c57,Solar Panel,Silfab,SILFAB SOLAR,SIL-380NU
13150,fb0dc148-0917-46eb-a17b-446caca08a13,Solar Panel,Silfab,SILFAB SOLAR,SIL-385HC
13151,062218e9-c472-4c65-b5bd-2d3165b0317a,Solar Panel,Silfab,SILFAB SOLAR,SIL-380NX
13152,57a3c8f5-4e13-4dec-8a8b-179be28fd4bf,Solar Panel,Silfab,SILFAB SOLAR,SIL-385HC+
13153,54ab36a8-0263-4385-b0ba-c1c9df74cde4,Solar Panel,Silfab,SILFAB SOLAR,SIL-385NU
13154,5102e4b5-ed04-45df-a37c-5b9162103522,Solar Panel,Silfab,SILFAB SOLAR,SIL-385NT
13155,4d37a9d1-a2f9-4bdc-9559-665887fc739d,Solar Panel,Silfab,SILFAB SOLAR,SIL-390BG
13156,2dca01b7-1503-4ce9-a934-9cb7b993efa3,Solar Panel,Silfab,SILFAB SOLAR,SIL-385HU
13157,2ba28cff-06d1-4ea6-b176-f1f82921d212,Solar Panel,Silfab,SILFAB SOLAR,SIL-390HC+
13158,e084dd6f-fb04-47f8-839f-f92553ca7cd9,Solar Panel,Silfab,SILFAB SOLAR,SIL-390NU
13159,2564871f-15f6-450a-8ed1-d96c67375090,Solar Panel,Silfab,SILFAB SOLAR,SIL-390NT
13160,e24485c8-23c6-4417-8957-0932e5e07b79,Solar Panel,Silfab,SILFAB SOLAR,SIL-390HU
13161,6d842006-6ff7-4a08-b59f-ce76cba5ddc8,Solar Panel,Silfab,SILFAB SOLAR,SIL-395NT
13162,21d71451-8ef4-4685-8628-5fa5e27dc620,Solar Panel,Silfab,SILFAB SOLAR,SIL-395BG
13163,764b6a0a-e203-4848-aa1b-6408443c091a,Solar Panel,Silfab,SILFAB SOLAR,SIL-395HC+
13164,fea54784-7191-49fb-9efc-b6422a546484,Solar Panel,Silfab,SILFAB SOLAR,SIL-395HU
13165,ab1646a0-0475-4b65-b5f4-1c3a256329ed,Solar Panel,Silfab,SILFAB SOLAR,SIL-395NU
13166,6b57bcbd-6bf7-4959-a71f-80337a819626,Solar Panel,Silfab,SILFAB SOLAR,SIL-400BG
13167,ae5f7e29-2084-468e-bb94-bbca17fa8524,Solar Panel,Silfab,SILFAB SOLAR,SIL-400HU
13168,6d960816-464f-466a-a1c3-ac0a876915a6,Solar Panel,Silfab,SILFAB SOLAR,SIL-400HC+
13169,2dbe306b-75a8-4e9b-ba41-b43f67d0e471,Solar Panel,Silfab,SILFAB SOLAR,SIL-405BG
13170,7073218b-c98e-4e8c-bda7-f8bd00f144e8,Solar Panel,Silfab,SILFAB SOLAR,SIL-400NU
13171,89c75a75-3732-4853-9bba-03331aa29891,Solar Panel,Silfab,SILFAB SOLAR,SIL-405HC+
13172,b6e11ac3-6613-4ff8-9ca8-6995e76ec37e,Solar Panel,Silfab,SILFAB SOLAR,SIL-400NT
13173,54f6ba49-4546-480c-83c9-6a432181905a,Solar Panel,Silfab,SILFAB SOLAR,SIL-405NU
13174,e71c9f30-17ca-4cdb-9099-09e6003fdc4f,Solar Panel,Silfab,SILFAB SOLAR,SIL-410BG
13175,4d19a4b5-c472-4ba0-b560-5c7e66b20681,Solar Panel,Silfab,SILFAB SOLAR,SIL-405HU
13176,2c24f9dd-1c9c-4a28-b6ce-d8b9155106d9,Solar Panel,Silfab,SILFAB SOLAR,SIL-405NT
13177,e2820ef0-0b5e-4a2c-a36b-69e2c91f2200,Solar Panel,Silfab,SILFAB SOLAR,SIL-410HU
13178,46a11d83-00ba-4816-9c62-8e517dedbea4,Solar Panel,Silfab,SILFAB SOLAR,SIL-410NT
13179,1edffab4-62a8-47fc-9adb-ee8fc72fb357,Solar Panel,Silfab,SILFAB SOLAR,SIL-410NU
13180,9afc42e8-8518-46a9-833e-3f2badd37b31,Solar Panel,Silfab,SILFAB SOLAR,SIL-410HC+
13181,9f1df87d-d439-4a9d-bded-f7c6b202219f,Solar Panel,Silfab,SILFAB SOLAR,SIL-415BG
13182,c344ff0e-ce39-4b82-b18a-ddaf86ca2d98,Solar Panel,Silfab,SILFAB SOLAR,SIL-415NT
13183,83a7bb45-04a8-4eba-9fc2-46c1d3cdbd23,Solar Panel,Silfab,SILFAB SOLAR,SIL-415HU
13184,434ac29c-e970-474f-97c9-70ace9a45254,Solar Panel,Silfab,SILFAB SOLAR,SIL-415HC+
13185,260901b9-cb4f-4e5e-addf-c2918d83f5d7,Solar Panel,Silfab,SILFAB SOLAR,SIL-420HU
13186,70f446b4-7607-4d1f-84de-27b75703f2c6,Solar Panel,Silfab,SILFAB SOLAR,SIL-415NU
13187,0d145f16-2742-4853-a43f-4b6150dfcd7b,Solar Panel,Silfab,SILFAB SOLAR,SIL-420BG
13188,e265eddf-3af5-4b03-bcf1-a076c2d34d83,Solar Panel,Silfab,SILFAB SOLAR,SIL-420HC+
13189,b3e2da5a-861e-4f4a-9d82-73712c9849cd,Solar Panel,Silfab,SILFAB SOLAR,SIL-420NU
13190,17ab7d44-752c-4616-9a34-2573f4878e91,Solar Panel,Silfab,SILFAB SOLAR,SIL-420NT
13191,dc17f3a9-db9c-4d9b-9d22-687bd5064c74,Solar Panel,Silfab,SILFAB SOLAR,SIL-430HU
13192,3d44bc60-2f96-4a58-b3d4-609f718eb87d,Solar Panel,Silfab,SILFAB SOLAR,SIL-425HU
13193,bf466de6-3718-43c7-b71e-69fda83f7577,Solar Panel,Silfab,SILFAB SOLAR,SIL-475HN
13194,d39f1c82-fb55-491a-8212-89cb39079c73,Solar Panel,Silfab,SILFAB SOLAR,SIL-460HN
13195,d70899b2-5b6a-4b93-8ad2-4a08eafa5600,Solar Panel,Silfab,SILFAB SOLAR,SIL-465HN
13196,a3cd01f8-35b3-446e-ac21-a81ce99de31e,Solar Panel,Silfab,SILFAB SOLAR,SIL-470HN
13197,0f24083e-2b46-4aee-93cd-87a0f26be9d2,Solar Panel,Silfab,SILFAB SOLAR,SIL-485HN
13198,92fac89b-8956-40c7-9a55-c024cc21c664,Solar Panel,Silfab,SILFAB SOLAR,SIL-480HN
13199,868f1480-192e-4fef-910b-cd27c795d585,Solar Panel,Silfab,SILFAB SOLAR,SIL-490HN
13200,569f3db9-7241-45e3-8d54-d511651442f0,Solar Panel,Silfab,SILFAB SOLAR,SIL-495HN
13201,67402847-9e23-49ad-b9ea-8dd8eeced25e,Solar Panel,Silfab,SILFAB SOLAR,SLA240P
13202,8624c9ad-7744-475b-a316-7835b3a33b0d,Solar Panel,Silfab,SILFAB SOLAR,SIL-500HN
13203,8beb5bd6-08c3-4a49-9dbc-51e67b50dc32,Solar Panel,Silfab,SILFAB SOLAR,SLA245P
13204,1a43e9af-7264-4753-9494-2be923a26588,Solar Panel,Silfab,SILFAB SOLAR,SIL-505HN
13205,fc5dd08d-20db-42d6-a3b9-656e686b664a,Solar Panel,Silfab,SILFAB SOLAR,SLA255P
13206,457b902b-b26a-4f12-b323-3c2d1a55a1d8,Solar Panel,Silfab,SILFAB SOLAR,SLA260P
13207,7612b144-48b5-4045-8798-254be0307b36,Solar Panel,Silfab,SILFAB SOLAR,SLA260M
13208,2f9971b9-ed75-4acd-93d9-62efd7766198,Solar Panel,Silfab,SILFAB SOLAR,SLA250P
13209,5a8bc35b-b6e3-4e3e-9960-9b43c8770c38,Solar Panel,Silfab,SILFAB SOLAR,SLA265P
13210,5815b461-e0cc-4e94-81ea-586b7cff6472,Solar Panel,Silfab,SILFAB SOLAR,SLA270M
13211,99bac1e3-3bb6-44b0-98b4-64b424bd480e,Solar Panel,Silfab,SILFAB SOLAR,SLA275M
13212,8111cd1f-4e01-4361-bf20-f722033f8673,Solar Panel,Silfab,SILFAB SOLAR,SLA265M
13213,5929beea-905d-404a-90c0-41d0e594db3d,Solar Panel,Silfab,SILFAB SOLAR,SLA295M
13214,d21dc560-2c8a-445d-98fe-4f6365b48bff,Solar Panel,Silfab,SILFAB SOLAR,SLA280M
13215,902eec82-ebb8-4d53-aa56-b1bba1909b1e,Solar Panel,Silfab,SILFAB SOLAR,SLA285M
13216,01799e3b-bc4b-4588-bc34-5dfb7a2ddde7,Solar Panel,Silfab,SILFAB SOLAR,SLA290M
13217,728cb97b-446e-4870-8555-15b0bacc76e5,Solar Panel,Silfab,SILFAB SOLAR,SLG290P
13218,acec84a1-c328-4880-bc97-d0ae38793843,Solar Panel,Silfab,SILFAB SOLAR,SLG300P
13219,7bcbf9f0-5de5-43f5-b82f-649d6c5af13e,Solar Panel,Silfab,SILFAB SOLAR,SLG295P
13220,9071b409-83b8-4f3c-b8e6-3dabc35972bd,Solar Panel,Silfab,SILFAB SOLAR,SLA300M
13221,fd6e7e31-768e-418f-b88f-996fee2f8af6,Solar Panel,Silfab,SILFAB SOLAR,SLG310P
13222,8d79690b-f06f-4fcc-a5c2-2ac25bbec3d1,Solar Panel,Silfab,SILFAB SOLAR,SLG305P
13223,cea8b57e-7c4a-462a-bd93-bc0c3c849441,Solar Panel,Silfab,SILFAB SOLAR,SLG315P
13224,1a13b5e2-9a6b-44ca-88d1-a22b7eaa4391,Solar Panel,Silfab,SILFAB SOLAR,SLG315M
13225,eb2e6b55-182d-4d5e-8521-953c3b3e7438,Solar Panel,Silfab,SILFAB SOLAR,SLG325M
13226,595d7b5e-8134-4c66-b44b-6ddfd7b0f41c,Solar Panel,Silfab,SILFAB SOLAR,SLG320P
13227,fede7f41-fa5b-4f6d-99d3-83e59ddbe227,Solar Panel,Silfab,SILFAB SOLAR,SLG320M
13228,12c0ffeb-ab1c-4823-9ce0-84d9b286411d,Solar Panel,Silfab,SILFAB SOLAR,SLG330M
13229,96d69525-4eaf-4884-b671-58d69da373e8,Solar Panel,Silfab,SILFAB SOLAR,SLG345M
13230,37884c18-3cb7-4271-9cf6-7abb82592784,Solar Panel,Silfab,SILFAB SOLAR,SLG350M
13231,45b485d0-6d3c-4642-ab27-be9ddf6d8e31,Solar Panel,Silfab,SILFAB SOLAR,SLG335M
13232,9144c24a-24d3-47bf-a77f-f4eba834c02b,Solar Panel,Silfab,SILFAB SOLAR,SLG360M
13233,0933c7f5-0fdc-4b48-aeef-025278ec6e51,Solar Panel,Silfab,SILFAB SOLAR,SLGX 335 Clear
13234,8fe127eb-fba4-4f22-b4d5-3d071e75ba3e,Solar Panel,Silfab,SILFAB SOLAR,SLGX 340 Clear
13235,05cdc98d-0fdd-478b-9a70-99cfc52dff2a,Solar Panel,Silfab,SILFAB SOLAR,SLG370M
13236,5ed3f913-8be5-4815-bbab-4149b45d34e7,Solar Panel,Silfab,SILFAB SOLAR,SLG365M
13237,83b9d8ed-cd2c-4889-af76-75d5a6152937,Solar Panel,Silfab,SILFAB SOLAR,SLGX 345 Clear
13238,9b6e19e7-cee3-4f19-9a75-6529de9e2371,Solar Panel,Silfab,SILFAB SOLAR,SLGX 345 White
13239,b5e541a9-b8b8-4419-9921-25a64e528740,Solar Panel,Silfab,SILFAB SOLAR,SLGX 340 White
13240,ef29d440-d21a-4214-adf6-854d88251be3,Solar Panel,Silfab,SILFAB SOLAR,SLGX 350 White
13241,bedacfcf-cb0f-44fc-9906-2beeebfca48c,Solar Panel,Silfab,SILFAB SOLAR,SSA250P
13242,7c4c972f-1cda-4de0-a3b2-6ec9ab2264af,Solar Panel,Silfab,SILFAB SOLAR,SSA245P
13243,5df9e0f5-922e-41dc-bdb1-8b5c4a0effb4,Solar Panel,Silfab,SILFAB SOLAR,SSA260M
13244,5dce96db-a577-4d53-ac8c-3ef67f30cac3,Solar Panel,Silfab,SILFAB SOLAR,SSA255P
13245,80b67c03-5143-430f-a4a8-6ca97e7cbef3,Solar Panel,Silfab,SILFAB SOLAR,SSA260P
13246,ee1e0551-b5f4-4ab8-9c87-66bb1db5ce24,Solar Panel,Silfab,SILFAB SOLAR,SSA265M
13247,dc7c8d43-a36c-42e3-84b9-9c5eaad07dda,Solar Panel,Silfab,SILFAB SOLAR,SSA265P
13248,1b362326-0b78-4134-bf9e-06f192215b0c,Solar Panel,Silfab,SILFAB SOLAR,SSA270M
13249,7b741bb4-7ff3-459b-9f55-68cb96caafd8,Solar Panel,Silfab,SILFAB SOLAR,SSA285M
13250,4cac4817-616b-48c8-a446-11e77f0a437c,Solar Panel,Silfab,SILFAB SOLAR,SSA280M
13251,718b0a3d-e4b6-44be-9bea-6f7f583c9262,Solar Panel,Silfab,SILFAB SOLAR,SSA290M
13252,d64e60eb-c3e3-4f63-9635-73efdf203fcf,Solar Panel,Silfab,SILFAB SOLAR,SSA275M
13253,2aa6cba2-a431-4d4b-8f59-33b6bcc40697,Solar Panel,Silfab,SILFAB SOLAR,SSG290P
13254,bd53aee4-e196-4e66-9612-923d6124e7f3,Solar Panel,Silfab,SILFAB SOLAR,SSG295P
13255,dfcea10f-fbc4-4e45-812f-abfac75876dc,Solar Panel,Silfab,SILFAB SOLAR,SSA295M
13256,aa8c0635-f7f4-4d4a-b6ee-3c8b7cdcc824,Solar Panel,Silfab,SILFAB SOLAR,SSA300M
13257,e47174d3-7576-4060-b69e-4272199a917b,Solar Panel,Silfab,SILFAB SOLAR,SSG315M
13258,ead2ec11-9cfc-4097-9395-2acc093ff8fd,Solar Panel,Silfab,SILFAB SOLAR,SSG310P
13259,7807ac6a-f263-4f69-9845-73f53da3b708,Solar Panel,Silfab,SILFAB SOLAR,SSG305P
13260,f818186e-e88e-4025-8c26-483a0904ce55,Solar Panel,Silfab,SILFAB SOLAR,SSG300P
13261,ca4e1046-b720-4258-8a9a-0c4bf31175bb,Solar Panel,Silfab,SILFAB SOLAR,SSG325M
13262,47dee6af-5537-4dfd-a09f-ced6c2fe69dd,Solar Panel,Silfab,SILFAB SOLAR,SSG320M
13263,bc6bb05b-da6f-4cda-8297-6b76feefc549,Solar Panel,Silfab,SILFAB SOLAR,SSG315P
13264,322c6cda-9b4c-4286-988f-a0373ee40c49,Solar Panel,Silfab,SILFAB SOLAR,SSG320P
13265,6e43686a-1797-42f7-89c8-bb5a3aecb89b,Solar Panel,Silfab,SILFAB SOLAR,SSG330M
13266,f67e9c97-5478-42ac-99a4-15a319b6287a,Solar Panel,Silfab,SILFAB SOLAR,SSG335M
13267,64bbb994-7038-4b7c-9a44-7c0a280609eb,Solar Panel,Silfab,SILFAB SOLAR,SSG345M
13268,d47e5e55-5dcc-47f7-ba9b-f0230ee7e002,Solar Panel,Silfab,SILFAB SOLAR,SSG350M
13269,34285eff-2254-4e8f-8cd4-f8ec15f6e6c8,Solar Panel,Silfab,SILFAB SOLAR,SSG360M
13270,481edc5d-3366-45ae-aa7b-caf03fd85afe,Solar Panel,Silfab,SILFAB SOLAR,SSG355M
16737,7419c012-da61-4bcb-9f0f-d803999e816c,Solar Panel,U.S. Solar,US SOLAR,USS-QCMI2-36-130
16740,f86610de-749b-4cf4-a288-a2f9aa824263,Solar Panel,U.S. Solar,US SOLAR,USS-QCMI2-36-135
16741,28049067-5d77-4773-bab3-d2ebefcd53fa,Solar Panel,U.S. Solar,US SOLAR,USS-QCMI2-48-175
16742,d9e36c69-c6e5-41a4-9419-04f7d6419e94,Solar Panel,U.S. Solar,US SOLAR,USS-QCMI2-36-145
